Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
Q6NUK1	Q6NUK1;A0A3B3IU96;H3BMI3;J3KN42	SCMC1_HUMAN	SLC25A24	Calcium-binding mitochondrial carrier protein SCaMC-1	1.81704e+06	1.65501e+06	1.77624e+06	1.90174e+06	1.79804e+06	1.79087e+06	1.79256e+06	1.8647e+06	1.73519e+06	1.86617e+06	1.89524e+06	1.69713e+06	1.82085e+06	1.86776e+06	2.24477e+06	1.80219e+06	1.92644e+06	2.29254e+06	2.04078e+06	2.15374e+06	1.9924e+06	2.06463e+06	2.20771e+06	2.1624e+06	2.06929e+06	2.11019e+06	2.01853e+06	2.05761e+06	2.22044e+06	2.0158e+06	2.33917e+06	2.13522e+06	2.20689e+06	2.50315e+06	1.19133e+06	1.17456e+06	1.23901e+06	1.18918e+06	1.13329e+06	1.30721e+06	1.05111e+06	1.23234e+06	1.06774e+06	1.32128e+06	1.1482e+06	1.17465e+06	1.1861e+06	1.38046e+06	1.13273e+06	1.1415e+06	1.42751e+06
Q6NUK4	Q6NUK4	REEP3_HUMAN	REEP3	Receptor expression-enhancing protein 3	82892.4	148941	170331	191506	322490	240868	157189	258432	215463	87962.7	248152	241203	261013	189485		95527.1	155827	147093	158032	163538	154539	163700	141123	175674		173278	44688.7	258434	170793	30637.7	103792		86835.5	146772			182792			79374.4		166906		211323	245748		102415	58218.5	44098		90896.3
Q6NUQ1	Q6NUQ1	RINT1_HUMAN	RINT1	RAD50-interacting protein 1														99996.1	96241.2	104541															94741.8	70843.6	81320.2	64570.3														84402.3	121596	59754.8	118526
Q6NVY1	Q6NVY1;B9A058;H7C126	HIBCH_HUMAN	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	729116	606409	681730	510910	648106	778476	691942	772809	564095	564451	620784	748752	647879	1.05912e+06	1.05116e+06	1.18553e+06	1.03314e+06	753661	787788	697126	638508	806674	824855	695589	705792	534919	624846	780248	764512	648373	1.20953e+06	1.08499e+06	941824	1.02873e+06	598826	634491	756209	639513	655019	762245	644325	683898	654966	639095	607450	625608	629697	1.15181e+06	946811	816899	1.1141e+06
Q6NXE6	Q6NXE6;B4E1N1;H0YGL0;H0YH65	ARMC6_HUMAN	ARMC6	Armadillo repeat-containing protein 6	298099	305099	356375	283528		359694	215733	348893	245367	247398	279154	329077	335229	273632	346676	301317	294964	335649	275930	315065	252380	163909	263095	337604	255653	317686	277171	326757	250117	277804	313753	306505	260459	275296	276229	197842	141041	333158	198286	284302	221156	346989	271566	359108		270057	328107	289246	302640	241513	304718
Q6NXT6	Q6NXT6;H0Y985	TAPT1_HUMAN	TAPT1	Transmembrane anterior posterior transformation protein 1 homolog	982108	1.01046e+06	928528	945214	865294	860424	910242	1.0302e+06	927385	836216	987006	1.01182e+06	970647	600346	841468	649054	753180	573982	799124	806115	656215	618016	656933	755173	773053	642241	624808	805879	769769	739986	586033	481174	566037	353160	572728	762565	735937	403498	509187	652413	571092	498234	652063	625114	545849	575930	581974	295348	356818	520384	607873
Q6NYC8	Q6NYC8;A0A0G2JHC2	PPR18_HUMAN	PPP1R18	Phostensin	149576	243873	266442	305767	375985	235102	309151	225454	234759	293180	213495	314885	272661	261705	207556	142253	189689	193834	186070	245659	164634	169430	300863	216060	187601	116716	216390	212856	201494	161816	151104	117999	99301.5	136619	112046	202387	260232	241661	198732	182355	277692	245482	161232	197102	148887	185026	232714	116370	122362	118374	119113
Q6NZ67	Q6NZ67;Q6P582;A0A494C0V9;B8ZZ87;H7BZ50;H7C173;H7C202	MZT2B_HUMAN	MZT2B	Mitotic-spindle organizing protein 2B	53107.1	102448	164891	91532.8	133160	41286.6	180961	244693	264714	210496	167956	247219	262760	44313.3	48464	64207		179196	125338	100357	272682	298982	250444	136402	131898	240523	169481	281883	222396	240818	96328.8	79965.7	117595	107129	143211		88502.4	166767		100205	130762	65712.5	162593	27660.4		151308		117675	122086	179422	
Q6P158;Q7Z478	Q6P158;Q7Z478;A0A087WYN9	DHX29_HUMAN;DHX57_HUMAN	DHX29;DHX57	Putative ATP-dependent RNA helicase DHX57		51898.7	34689.4	107136	60099.3	55324.3		30817.6	125835	153955	112000	52380.7	74064.3	242204	102741	144417	261983		78415.6	73747.8			29979.7	35291					35315.2	225488	178619	168390	147486	312546	122501				44225.2	21200.3	68873.5	42629.6			47104.1	127502	61139.4	225990	85451.8	127768	295462
Q6P179	Q6P179;H0Y9X9	ERAP2_HUMAN	ERAP2	Endoplasmic reticulum aminopeptidase 2	56258.2																	91967.5	129083	138832		47220.4	44912.7	86126.9	51585.2	136303	123740	108381	62036	59684.9		82375.5	81373.4		99503.6	166322	123418	134355	198866	167455	159793	118414	118196			207685	133315	176219	254945	194222	184319
Q6P1A2	Q6P1A2;F5H0M4	MBOA5_HUMAN	LPCAT3	Lysophospholipid acyltransferase 5	400530	192384	407812	221192	235814	343027	318252	262197	123976	280617		334998	229429	1.64239e+06	1.77541e+06	1.76159e+06	1.92999e+06	431922	386642	268232	371094	99856.6	461281	170583	337977	367028	265534	328214	227151	353299	1.88763e+06	2.10043e+06	1.80296e+06	2.13458e+06	416922	465580	457461	350867	317241	221783	433650	294052	397550	369342	392130	356754	424850	2.16035e+06	2.14012e+06	2.06209e+06	2.42562e+06
Q6P1M0	Q6P1M0	S27A4_HUMAN	SLC27A4	Long-chain fatty acid transport protein 4	1.31762e+06	1.24301e+06	1.21008e+06	1.07607e+06	1.33443e+06	1.26787e+06	1.1764e+06	1.47575e+06	1.0624e+06	1.02769e+06	1.27379e+06	1.01688e+06	1.12385e+06	1.49608e+06	1.38539e+06	1.31092e+06	1.43719e+06	1.28223e+06	1.36759e+06	1.30925e+06	1.32472e+06	1.39081e+06	1.31455e+06	1.21754e+06	1.44564e+06	1.32982e+06	1.15939e+06	1.30933e+06	1.35523e+06	1.26279e+06	1.82964e+06	1.37356e+06	1.57303e+06	1.58326e+06	1.31272e+06	1.21818e+06	1.05367e+06	1.01572e+06	1.04387e+06	1.17002e+06	1.23635e+06	1.08557e+06	1.12062e+06	1.16691e+06	1.29091e+06	1.20118e+06	1.11201e+06	1.46221e+06	1.28166e+06	1.37555e+06	1.63993e+06
Q6P1N0	Q6P1N0;K7EJY5	C2D1A_HUMAN	CC2D1A	Coiled-coil and C2 domain-containing protein 1A	283558	265355	270968	348492	262408	251667	300675	314335	314109	383997	234000	255153	306433	201900	282241	264789	218532	337041	301880	336309	270428	280658	380285	346891	282622	351441	347385	298189	307952	343445	211444	287656	284252	394877	191698	153166	212131	244398	305313	388976	369611	301144	247141	261116	207501	379402	283096	169153	261500	149666	291102
Q6P1X6	Q6P1X6;H0YF29	CH082_HUMAN	C8orf82	UPF0598 protein C8orf82	167910	167761	243685	266366	417721	424089	388602	270109	286347	342178	319823	232322	374494	186071	244353	262315	297666	365028	382404	410481	430757	325375	178282	299629	184868	394267	330978	294975	342292	311385	218575	262501	313596	257497	600174	415911	378321	264335	370547	288964	563277	506968	288234	428222	535584	516868	364655	192672	382131	400162	424483
Q6P2E9	Q6P2E9	EDC4_HUMAN	EDC4	Enhancer of mRNA-decapping protein 4	691022	980892	1.17291e+06	882886	913678	938510	1.06848e+06	1.05061e+06	955045	867354	1.02638e+06	766688	1.06572e+06	904921	727359	790530	864592	1.17968e+06	1.02122e+06	1.18218e+06	823572	1.00585e+06	1.1311e+06	1.02856e+06	970602	1.10002e+06	1.20033e+06	1.01356e+06	1.21839e+06	1.28625e+06	753606	877654	901045	742828	801149	866593	650651	548270	826354	890337	881105	841676	790736	870327	1.05774e+06	837308	713611	651982	706594	766066	641480
Q6P3W7	Q6P3W7;A0A0U1RQQ9;F8VSC5	SCYL2_HUMAN	SCYL2	SCY1-like protein 2	8.90218e+06	8.47305e+06	8.31149e+06	8.60209e+06	6.7758e+06	8.32285e+06	8.35705e+06	8.37702e+06	8.15179e+06	9.44106e+06	8.68493e+06	8.92315e+06	9.10453e+06	1.07108e+07	9.99649e+06	9.56328e+06	1.07412e+07	8.19429e+06	7.35999e+06	7.23731e+06	7.65407e+06	8.01699e+06	7.95438e+06	7.87212e+06	8.14668e+06	7.37258e+06	7.96378e+06	7.62133e+06	7.91241e+06	7.52388e+06	1.06681e+07	8.51185e+06	1.07209e+07	9.89291e+06	6.82901e+06	5.66619e+06	5.39099e+06	5.94697e+06	7.16003e+06	7.29229e+06	7.07536e+06	7.14021e+06	5.31189e+06	5.85752e+06	5.68553e+06	7.89509e+06	7.48516e+06	8.55202e+06	9.05136e+06	8.23326e+06	8.90516e+06
Q6P3X3	Q6P3X3	TTC27_HUMAN	TTC27	Tetratricopeptide repeat protein 27	757457	753858	771361	768232	793662	770031	656642	739562	772901	783654	764260	654929	785132	983745	880602	888226	780844	707483	601463	731086	716336	833782	883450	740971	782797	766485	759794	806764	820284	923189	1.13114e+06	1.02574e+06	869708	1.03001e+06	466896	475138	425775	425895	502791	273742	363733	282133	363863	498115	539853	325298	474440	565641	460563	557304	449845
Q6P499	Q6P499	NPAL3_HUMAN	NIPAL3	NIPA-like protein 3	413342	322358	453751	357725	412529	437886	474940	330034	462592	402549	508478	359634	445310	336809	311441	223576	371475	276933	224885	195400		472053	531480	237842	262297	261737	226530	433996	403726	193344	375047	292097	141852	349899	138189	239512	264468	306810	253022			259354	231757	330996	326834			176885	291238	213676	227706
Q6P589	Q6P589	TP8L2_HUMAN	TNFAIP8L2	Tumor necrosis factor alpha-induced protein 8-like protein 2	353986	284511	420220	410916	269190	338353	308645	276955	392887	314924	363345	292113	428457	258591	374017	365514	341510	174946	249335	230714	255499	279240	278395	293326	255365	265816	280203	217859	278114	343884	309438	290821	290097	304093	504119	414167	374601	377468	395136	503070	360524	467805	385063	549509	331706	462689	446072	400494	369992	340819	447977
Q6P996	Q6P996;H3BND4	PDXD1_HUMAN	PDXDC1	Pyridoxal-dependent decarboxylase domain-containing protein 1	911141	752233	899774	882335	1.01726e+06	946758	1.01577e+06	1.0964e+06	981538	943159	1.03001e+06	1.01487e+06	1.15859e+06	1.01027e+06	955209	831018	739248	800801	845225	795546	651099	626379	799711	693675	818598	809670	698483	775482	759872	738698	722678	593931	629905	603853	680941	478805	620003	756408	785936	733842	919138	704713	784158	742599	825805	791525	790726	809029	688552	772428	902395
Q6P9B6	Q6P9B6;H3BM75	MEAK7_HUMAN	MEAK7	MTOR-associated protein MEAK7	247129	215554	232669	151157	258911	198433	191119	226257	212303	204368	177786	215176	305390	353424	430576	267984	285104	110298	94789.5	75580.7	164370	187875	156846	210373	173869	115223	139147	193466	78154.5	223384	291478	155959	171528	286422	54986.6		50436.5	23149.6		82107.6	125017	75942.9	80363.7	102729	86303	81032.3	124020	95700.5	197848	107977	113245
Q6P9F5	Q6P9F5;A0A0G2JIV5;A0A0G2JK97;A0A0G2JMU7;A0A140T9D5	TRI40_HUMAN	TRIM40	E3 ubiquitin ligase TRIM40			78279		34012.2	85653.8	18903.6	87703.2	77796.9	94328.7	64803.1	52463.7	87579.8	105822	96384.6	51941.9		89032.3	81995.9	124761		99065.6	57855.3	78208.1	75660	128105	80535	109443	70046.1	130441	86503.1	67452.5	53362.6	30490.4	187255	165228	84280.9	84838.6	182210	237987	168980	149813	126169	120200	171410	139828	110925	142361	90740.2	102613	133787
Q6PCE3	Q6PCE3	PGM2L_HUMAN	PGM2L1	Glucose 1,6-bisphosphate synthase	797748	771895	762941	766017	642837	759314	757065	793703	801749	764034	776087	751570	731954	984523	1.1366e+06	1.06347e+06	847733	549479	534813	502104	373272	553528	478082	486056	533575	415615	531798	500162	444785	476680	845796	799316	863323	734039	771871	637817	866726	690977	598582	693024	647849	779488	703925	716331	768934	723629	719661	1.04101e+06	1.29092e+06	1.16222e+06	979581
Q6PEY2	P0DPH7;P0DPH8;Q6PEY2;Q71U36;F8VQQ4	TBA3E_HUMAN	TUBA3E	Tubulin alpha-3E chain	1.94484e+06	2.72607e+06	2.7755e+06	1.91889e+06	3.77536e+06	3.85263e+06	4.22448e+06	3.15744e+06	1.87004e+06	2.20078e+06	3.52031e+06	1.51389e+06	2.40951e+06	5.2553e+06	4.87831e+06	7.20073e+06	3.5812e+06	2.8021e+06	2.44692e+06	2.44671e+06	2.48162e+06	1.66124e+06	2.16506e+06	3.50378e+06	4.6346e+06	2.65055e+06	2.02954e+06	2.57905e+06	2.25798e+06	4.00993e+06	5.50393e+06	4.03471e+06	5.59636e+06	5.30183e+06	3.2367e+06	1.91481e+06	3.49764e+06	1.79344e+06	2.63656e+06	4.22831e+06	3.51294e+06	4.57132e+06	3.58101e+06	2.19006e+06	1.4962e+06	1.98483e+06	3.40195e+06	6.84886e+06	5.35705e+06	4.56357e+06	5.90907e+06
Q6PEY2;Q9BQE3	P0DPH7;P0DPH8;P68363;Q6PEY2;Q71U36;Q9BQE3;A0A1W2PQM2;F5H5D3;F8VQQ4;F8VRK0;F8VRZ4;F8VS66;F8VVB9;F8VWV9;F8VX09;F8VXZ7;F8W0F6	TBA1C_HUMAN;TBA3E_HUMAN	TUBA1C;TUBA3E	Tubulin alpha-3E chain	2.40855e+07	2.04741e+07	1.97516e+07	1.91586e+07	2.12029e+07	2.0386e+07	2.13189e+07	1.60882e+07	1.49271e+07	1.96527e+07	2.05055e+07	2.19322e+07	2.13832e+07	1.5159e+07	3.03825e+07	1.85389e+07	2.2556e+07	2.56307e+07	2.41e+07	2.5856e+07	2.8303e+07	2.42705e+07	2.33048e+07	2.79388e+07	2.46837e+07	2.55384e+07	2.01221e+07	2.41948e+07	2.43462e+07	2.46026e+07	2.13735e+07	3.04836e+07	2.17829e+07	2.59746e+07	2.56913e+07	1.8609e+07	7.14262e+06	1.6646e+07	1.45755e+07	3.08027e+07	1.90029e+07	1.8175e+07	2.52344e+07	2.62941e+07	2.83876e+07	2.67037e+07	2.3633e+07	1.09452e+07	2.22636e+07	1.7892e+07	1.90788e+07
Q6PEY2;Q9BQE3;Q9NY65	P0DPH7;P0DPH8;Q6PEY2;Q71U36;Q9BQE3;Q9NY65;A0A1W2PQM2;C9J2C0;F5H5D3;V9GZ17	TBA1C_HUMAN;TBA3E_HUMAN;TBA8_HUMAN	TUBA1C;TUBA3E;TUBA8	Tubulin alpha-3E chain	1.82443e+07	1.44721e+07	1.50165e+07	1.64957e+07	2.02624e+07	1.77986e+07	1.9194e+07	1.51493e+07	1.49192e+07	1.86323e+07	1.71063e+07	1.80347e+07	1.97322e+07	1.13634e+07	1.06562e+07	1.14253e+07	1.09932e+07	2.0566e+07	2.05359e+07	2.23682e+07	1.96183e+07	2.04383e+07	2.27956e+07	2.11421e+07	1.99309e+07	2.21095e+07	2.2192e+07	2.27599e+07	2.10297e+07	2.0571e+07	8.94975e+06	1.2845e+07	1.1729e+07	1.5159e+07	2.5275e+07	2.23194e+07	2.32137e+07	2.70965e+07	2.81037e+07	2.49838e+07	2.61254e+07	2.62965e+07	2.4275e+07	2.81348e+07	2.57018e+07	2.36603e+07	2.72186e+07	9.28421e+06	1.35091e+07	1.24207e+07	1.4443e+07
Q6PEY2;Q9NY65	P0DPH7;P0DPH8;Q6PEY2;Q9NY65;C9J2C0;V9GZ17	TBA3E_HUMAN;TBA8_HUMAN	TUBA3E;TUBA8	Tubulin alpha-3E chain	7.4403e+06	5.47377e+06	6.59173e+06	6.23072e+06	7.20464e+06	6.36708e+06	6.24022e+06	6.96196e+06	6.37791e+06	6.83266e+06	6.4054e+06	6.23669e+06	6.40666e+06	9.14074e+06	9.61417e+06	1.05162e+07	9.35702e+06	7.26632e+06	7.21979e+06	7.86286e+06	7.10296e+06	7.57986e+06	7.01652e+06	6.67222e+06	7.52755e+06	7.39867e+06	6.23817e+06	6.91684e+06	7.21139e+06	7.68881e+06	5.73676e+06	6.49851e+06	1.23122e+07	1.02574e+07	9.27339e+06	9.07184e+06	7.30826e+06	8.43865e+06	9.021e+06	9.63411e+06	9.32174e+06	7.354e+06	7.68186e+06	8.28418e+06	7.97091e+06	9.30994e+06	8.53255e+06	1.05983e+07	1.11501e+07	6.7603e+06	1.0117e+07
Q6PGP7	Q6PGP7	TTC37_HUMAN	TTC37	Tetratricopeptide repeat protein 37	480909	401428	454212	398205	414813	442147	450518	378114	436963	459832	409448	361843	536809	475495	487315	414096	405719	488444	489834	521585	500604	411434	455467	500506	490546	486036	437708	510869	567908	572851	539573	508775	530798	552387	513963	556408	585607	499527	385501	444442	485245	508000	636680	505879	543539	437315	569981	574612	619256	506719	471654
Q6PHR2	Q6PHR2	ULK3_HUMAN	ULK3	Serine/threonine-protein kinase ULK3	38441.5	45583.8	175359	122434	129541	77450.4	86376.5	103453	111245	128956	117631	163912	153157	113832	110599	100797	156692	43835.3	165521	79170.6			117493	52474.3	92839.6	121638		75530.9	77142.8	71820	122376	127351	91075.1	67757.2	213920	193888	231298	77885.5	193003	172486	176831	133417	172532	126415	142107	156887	116037	151266	193839	143883	153153
Q6PI48	Q6PI48;A0A3B3IS01;A0A3B3ISK7;A0A3B3IT01	SYDM_HUMAN	DARS2	Aspartate--tRNA ligase, mitochondrial	1.04183e+06	819229	1.08794e+06	1.20693e+06	911016	1.03471e+06	992823	1.15052e+06	928361	1.32483e+06	1.3532e+06	945603	1.27732e+06	1.09864e+06	1.38851e+06	1.06044e+06	1.23964e+06	668755	371562	345731	500395	528417	570601	638500	593714	421112	264479	599450	524824	378054	773171	947802	759200	635584	692092	812140	1.08965e+06	900805	852975	789077	1.06486e+06	1.1003e+06	1.21521e+06	1.13313e+06	1.09534e+06	1.11664e+06	1.1693e+06	1.18773e+06	1.36975e+06	1.0227e+06	1.10795e+06
Q6PIU2	Q6PIU2;A0A0A0MTJ9;H7C046	NCEH1_HUMAN	NCEH1	Neutral cholesterol ester hydrolase 1	393328	395917	416844	399925	273119	247509	472009	228115	454940	525063	155022	376389	390494	407544	382142	531979	180503	297161	368271	462933	517909	458988	167275	388725	417514	436378	538472	272384	377251	221983	469370	625593	307967	312934			366784	248042	233127	395080	305790	218335		289015	107843	285444	379391	478363	518324	468327	237972
Q6PJF5	Q6PJF5	RHDF2_HUMAN	RHBDF2	Inactive rhomboid protein 2	308146	260123	367130	401631	347540	363495	392470	440851	339838	342466	409870	333643	373762	286450	267049	294361	395590	286513	319807	340176	232250	339692	321780	338703	284065	300286	334884	332068	329343	314746	253972	212842	167047	185537	226041	259499	209583	402198	307468	324363	337078	239531	288765	319942	392269	338170	234838	262395	134298	244319	301623
Q6PJW8	Q6PJW8	CNST_HUMAN	CNST	Consortin	4.5335e+06	4.48724e+06	4.57938e+06	4.5232e+06	4.76628e+06	4.46709e+06	4.74779e+06	4.3984e+06	4.5259e+06	4.59388e+06	4.70038e+06	4.67959e+06	4.78385e+06	4.09876e+06	4.23805e+06	3.76994e+06	3.75016e+06	4.33419e+06	4.25058e+06	4.39189e+06	4.67357e+06	4.72665e+06	4.84195e+06	4.50792e+06	4.59695e+06	4.53784e+06	4.84053e+06	4.75189e+06	4.96516e+06	4.72919e+06	4.07588e+06	3.96473e+06	3.8783e+06	4.01403e+06	2.63377e+06	2.7345e+06	3.19273e+06	2.8742e+06	3.15738e+06	3.00271e+06	3.26973e+06	2.96327e+06	2.96189e+06	3.23148e+06	3.24738e+06	3.20761e+06	3.24567e+06	2.85864e+06	2.7306e+06	2.79587e+06	2.98899e+06
Q6PKG0	Q6PKG0;A0A0B4J210;E5RH50;E5RHK4;H0YAN4;H0YBW1	LARP1_HUMAN	LARP1	La-related protein 1	404762	659737	540418	614479	717857	479331	470562	610189	661174	448721	549355	646429	627735	284851	528524	516042	531894	442138	349849	530867	368363	326546	380953	526336	439844	426864	350050	445502	309942	354276	247035	422266	398073	483852	220460	346052	366237	467597	420043	197016	374887	310926	398268	449692	474813	299630	327582	214651	329312	263057	351334
Q6PL24	Q6PL24	TMED8_HUMAN	TMED8	Protein TMED8	3.02895e+06	3.15611e+06	3.15127e+06	3.09476e+06	3.15384e+06	3.22128e+06	2.80868e+06	3.14228e+06	3.09412e+06	3.2322e+06	3.07291e+06	3.16275e+06	3.15809e+06	2.63924e+06	3.01934e+06	2.82647e+06	3.15817e+06	2.8874e+06	2.75528e+06	2.62594e+06	2.6857e+06	2.9725e+06	2.91337e+06	2.77063e+06	2.94284e+06	2.73367e+06	2.88233e+06	2.96941e+06	2.82883e+06	2.96769e+06	3.08526e+06	2.71455e+06	2.77336e+06	2.48764e+06	2.35513e+06	2.32169e+06	2.23562e+06	2.47789e+06	2.507e+06	2.40183e+06	2.54665e+06	2.47316e+06	2.64385e+06	2.59597e+06	2.57655e+06	2.65088e+06	2.63876e+06	2.61091e+06	2.62994e+06	2.25213e+06	2.50245e+06
Q6PML9	Q6PML9	ZNT9_HUMAN	SLC30A9	Zinc transporter 9		90450.4	162685	225166		213686	80002.2	234342	176271	110629		198510		182279	286522	303823	250640			252427		106507	243443	252866		323115	252156	133846	134948	255040	321005	100632	299564	264266	186773	110478	115399	74317.4	91061.3	81872.7	19236.1		164216	267257	141757	225548	256142	332897	332433	338915	296737
Q6QEF8;Q9ULV4	Q6QEF8;Q9ULV4;B4E3S0;H0YHL7;J3KSS5;J3QLV6	COR1C_HUMAN;CORO6_HUMAN	CORO1C;CORO6	Coronin-6	1.79847e+07	1.6885e+07	1.27656e+07	1.45621e+07	1.90454e+07	1.64587e+07	1.60177e+07	1.69512e+07	1.63586e+07	1.57297e+07	1.70678e+07	1.52887e+07	1.68671e+07	1.23343e+07	1.0986e+07	7.01018e+06	1.30895e+07	1.80481e+07	1.88449e+07	1.78238e+07	1.87319e+07	1.82245e+07	1.79708e+07	1.7806e+07	1.72392e+07	1.9157e+07	1.60931e+07	1.64383e+07	1.8058e+07	1.98067e+07	1.18672e+07	5.30351e+06	1.26145e+07	1.36925e+07	1.75155e+07	1.94128e+07	1.87235e+07	1.91464e+07	1.85353e+07	1.67493e+07	1.44984e+07	1.87138e+07	1.72977e+07	1.98812e+07	1.89123e+07	1.71943e+07	1.99849e+07	1.02529e+07	1.29858e+07	1.02474e+07	1.28357e+07
Q6QHF9	Q6QHF9;B0QZA9	PAOX_HUMAN	PAOX	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase											41635.2	57583.8	109930	106797	85374.3	89998.1	149809	15878.7			195498	169223	7582.5		5197.89	90530.3	140683	95114.1			131892	98025.5	185147	61153.2						71518.4				216937		23943.6		180743	158609	228769	280289
Q6QNY0	Q6QNY0;K7EN58	BL1S3_HUMAN	BLOC1S3	Biogenesis of lysosome-related organelles complex 1 subunit 3	192241	124662	337009	195519	227564	169895	250280	189170	193238	263181	216689	118049	233863	195286	247915	217364	167519	354669	320093	295411	286594	386189	311875	289658	183781	310243	314275	323075	303195	228396	369360	109214	296540	181767	311672	331531	307211	117374	273440	151537	344569	120296	248267	207792	286357	288515	147001	64011.6	173354	219612	117969
