Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-1-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-2-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-4_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-5_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-6_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-7_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-8_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-9_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-10_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-11_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-12_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3_mix-13_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-1_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-2_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-3_DIA.raw	C:\Users\massspecuser\Desktop\DIA_Latin_square\DIA\Platelets-3-4_DIA.raw
P51159	P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A	1.26437e+06	1.24132e+06	1.33458e+06	1.35181e+06		1.33854e+06	1.2573e+06	1.30494e+06	1.25083e+06	1.31901e+06	1.21774e+06	586274	1.52421e+06	1.16366e+06	1.20648e+06	1.08223e+06	996612	1.14738e+06	1.27859e+06	1.73489e+06	1.69068e+06	1.70417e+06	1.61811e+06	1.46495e+06	1.66587e+06	1.72535e+06	1.45312e+06	1.6487e+06	1.7017e+06	1.66761e+06	1.66568e+06	1.41163e+06	1.39751e+06	1.44907e+06	1.0907e+06	1.47527e+06	385125		584482	428016			295598	718156	535982		831570	745354	675359	621867	568757	1.0194e+06	101689
P51397	P51397	DAP1_HUMAN	DAP	Death-associated protein 1	4.31411e+06	3.29479e+06	3.80834e+06	3.82534e+06	2.97e+06	3.58752e+06	4.21393e+06	4.00963e+06	4.77818e+06	3.31932e+06	4.11407e+06	4.40608e+06	4.38231e+06	3.3049e+06	4.74234e+06	4.02868e+06	2.77032e+06	3.30481e+06	3.08278e+06	3.8847e+06	4.32362e+06	3.25145e+06	3.87644e+06	4.18373e+06	3.78661e+06	3.96394e+06	3.56004e+06	3.17629e+06	4.0876e+06	3.8101e+06	4.15144e+06	3.15655e+06	3.38122e+06	2.33302e+06	3.05995e+06	3.79586e+06	5.17212e+06	4.54742e+06	3.85806e+06	4.09465e+06	4.6344e+06	4.60805e+06	7.13593e+06	3.7014e+06	4.5799e+06	3.918e+06	4.15526e+06	5.19091e+06	4.43429e+06	3.2632e+06	3.46308e+06	3.83016e+06	2.82065e+06
P51452	P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3	7.5402e+06	6.76109e+06	7.01512e+06	6.98479e+06	7.73359e+06	7.30966e+06	7.21527e+06	6.57689e+06	6.79765e+06	6.90138e+06	7.21427e+06	7.0562e+06	7.17801e+06	7.13491e+06	7.46065e+06	7.62066e+06	8.56072e+06	7.09823e+06	6.98628e+06	6.61278e+06	6.7059e+06	6.53989e+06	6.62178e+06	6.53097e+06	6.77029e+06	6.31988e+06	6.54856e+06	6.7417e+06	6.74079e+06	6.44293e+06	6.80075e+06	6.93084e+06	6.61091e+06	7.09047e+06	7.14086e+06	7.05236e+06	7.64031e+06	8.10199e+06	7.43468e+06	7.07738e+06	7.12253e+06	7.2516e+06	7.74876e+06	7.58856e+06	7.66316e+06	7.33546e+06	7.36267e+06	7.36413e+06	7.52976e+06	7.96052e+06	7.60096e+06	7.27442e+06	7.57813e+06
P51531	P51531	SMCA2_HUMAN	SMARCA2	Probable global transcription activator SNF2L2		1.13798e+06	2.71723e+06	1.86402e+06		2.91445e+06	1.95208e+06			2.99004e+06	2.67495e+06		1.38263e+06	961170					2.92206e+06	929141	2.05769e+07	3.47487e+06	3.27056e+06	1.24051e+06	909432	1.23433e+06	1.24807e+06	1.8138e+06	1.19436e+06	2.67964e+06	664029		704501	653049	716044	469828						547687	1.85204e+06		1.06077e+06	1.46716e+06			842258				
P51553	P51553	IDH3G_HUMAN	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial			88614.9	116788	189389	268547	371651	196628		229252	225969	502217	159028	448783	553608	356616	614179	250310	136607	232582	288921	287159	199442	246230		97606.2	52900.2	160697	291659	155221	234656	355777	538663	454319	616343	290303	524987	826289	289240	316690	275393	474852	192057	351298	289071		284433	253124	191420	356606	429912	308293	403283
P51570	P51570	GALK1_HUMAN	GALK1	Galactokinase	3.06221e+06	2.7572e+06	2.93234e+06	3.00798e+06	3.28691e+06	3.12409e+06	3.22967e+06	3.13883e+06	2.94372e+06	2.99964e+06	3.04621e+06	2.98546e+06	3.3272e+06	2.98698e+06	3.06141e+06	2.78953e+06	2.83093e+06	3.06599e+06	2.92739e+06	3.16686e+06	2.9959e+06	3.14572e+06	3.26322e+06	3.15985e+06	3.18234e+06	3.16168e+06	2.97798e+06	3.16919e+06	3.21441e+06	3.40425e+06	3.25029e+06	3.17799e+06	3.15259e+06	2.9025e+06	2.95749e+06	2.76262e+06	3.04016e+06	2.98345e+06	3.16772e+06	3.10734e+06	3.22175e+06	3.00753e+06	2.94204e+06	3.12853e+06	3.05176e+06	2.91428e+06	3.05711e+06	3.13179e+06	3.29433e+06	3.11485e+06	2.95347e+06	2.63425e+06	2.98735e+06
P51571	P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta	1.70859e+06	1.4844e+06	1.65667e+06	1.60628e+06	1.51924e+06	1.77249e+06	1.80526e+06	1.72378e+06	1.56446e+06	1.68116e+06	1.61093e+06	1.54264e+06	1.58032e+06	1.98489e+06	1.9773e+06	2.23553e+06	1.87911e+06	1.38479e+06	1.14274e+06	1.42837e+06	1.31724e+06	1.3463e+06	1.40245e+06	1.40319e+06	1.33354e+06	1.39216e+06	1.14293e+06	1.3598e+06	1.31052e+06	1.318e+06	1.05744e+06	1.79426e+06	1.81667e+06	2.03181e+06	1.84207e+06	1.17098e+06	1.57988e+06	1.4911e+06	1.40783e+06	1.4175e+06	1.40935e+06	1.46602e+06	1.48533e+06	1.51671e+06	1.4565e+06	1.32482e+06	1.3866e+06	1.54694e+06	1.44426e+06	2.18816e+06	2.19559e+06	2.12057e+06	2.06362e+06
P51572	P51572	BAP31_HUMAN	BCAP31	B-cell receptor-associated protein 31	1.80575e+07	1.65943e+07	1.57264e+07	1.60953e+07	1.60308e+07	1.757e+07	1.69103e+07	1.6589e+07	1.61165e+07	1.72014e+07	1.65805e+07	1.74611e+07	1.73504e+07	1.36899e+07	1.48181e+07	1.31443e+07	1.40606e+07	1.6537e+07	1.77753e+07	1.74474e+07	1.65115e+07	1.78772e+07	1.80098e+07	1.69291e+07	1.69444e+07	1.81246e+07	1.7202e+07	1.76337e+07	1.76213e+07	1.71116e+07	1.71113e+07	1.34847e+07	1.40505e+07	1.34761e+07	1.32917e+07	1.76737e+07	1.65672e+07	1.57476e+07	1.56429e+07	1.65186e+07	1.62259e+07	1.61085e+07	1.60599e+07	1.58582e+07	1.51646e+07	1.62789e+07	1.55383e+07	1.53724e+07	1.51216e+07	1.35671e+07	1.3079e+07	1.16028e+07	1.26682e+07
P51575	P51575	P2RX1_HUMAN	P2RX1	P2X purinoceptor 1	3.26854e+06	3.07016e+06	3.08376e+06	3.18831e+06	2.68083e+06	3.27232e+06	3.2506e+06	3.25378e+06	3.44161e+06	3.13015e+06	3.22991e+06	3.15612e+06	3.38994e+06	3.13533e+06	2.84293e+06	2.71468e+06	3.02336e+06	3.2149e+06	2.8275e+06	2.94562e+06	2.96598e+06	2.69404e+06	2.79783e+06	2.70432e+06	2.94781e+06	3.04018e+06	2.69804e+06	2.78455e+06	2.8021e+06	3.00407e+06	2.82805e+06	2.36501e+06	2.69564e+06	2.56956e+06	2.40455e+06	2.91641e+06	2.75261e+06	3.06483e+06	2.96051e+06	2.88291e+06	3.13152e+06	2.80567e+06	2.71844e+06	2.87215e+06	3.07075e+06	3.06113e+06	2.80794e+06	2.79506e+06	3.16018e+06	2.63567e+06	2.21276e+06	2.17077e+06	2.46998e+06
P51580	P51580	TPMT_HUMAN	TPMT	Thiopurine S-methyltransferase	867601	514381	600996	732615	923853	922221	989534	845833	919699	945530	749173	739326	976626	1.02153e+06	851989	729104	783109	376201	1.06368e+06	593599	884727	802429	766849	967094	975602	876489	1.01724e+06	835582	786825	1.01374e+06	948644	1.3926e+06	772259	1.13307e+06	912703	900638	419848	562002	500068	734910	720575	242536	893763	664344	472360	720128	743848	845795	628051	1.42236e+06	1.18088e+06	706523	958735
P51606	P51606	RENBP_HUMAN	RENBP	N-acylglucosamine 2-epimerase	3.8657e+06	3.54735e+06	4.00987e+06	3.73476e+06	3.72977e+06	4.0839e+06	3.88618e+06	4.06675e+06	3.88643e+06	3.89026e+06	3.8352e+06	3.86536e+06	3.94614e+06	4.45305e+06	4.49109e+06	4.28608e+06	4.65839e+06	3.94973e+06	3.63806e+06	3.62688e+06	3.62616e+06	3.4575e+06	3.6231e+06	3.83774e+06	3.73769e+06	3.73667e+06	3.57957e+06	3.6435e+06	3.72397e+06	3.65773e+06	3.74402e+06	4.39737e+06	4.04901e+06	4.31095e+06	4.34136e+06	3.88227e+06	4.44013e+06	4.54534e+06	4.69146e+06	4.85425e+06	4.64642e+06	4.35426e+06	4.55843e+06	4.64622e+06	4.53317e+06	4.61436e+06	4.23399e+06	4.32828e+06	4.6779e+06	4.47053e+06	4.3902e+06	4.21087e+06	5.00636e+06
P51642	P51642	CNTF_MOUSE	Cntf	Ciliary neurotrophic factor	4.30013e+06	7.56101e+06	1.10055e+07	1.25226e+07				127124	211674	516743	656235	1.51983e+06	1.87356e+06		2.69186e+07			794451	4.6455e+06	7.58071e+06	1.20723e+07	1.48337e+07		734451		120343	314381	430105	690247	1.10244e+06	1.65465e+06	2.63111e+07				1.95901e+06	5.59225e+06	9.70239e+06	1.63737e+07	1.5472e+07				451065	350124	648766	1.0043e+06	1.59274e+06	2.72663e+06				
P51648	P51648	AL3A2_HUMAN	ALDH3A2	Aldehyde dehydrogenase family 3 member A2		184333	159891	113282		97474.2	115196	230101	205427	147893	112780	123417	133245	305417	372381	339903	213736	106857	247854	190201	207265	43664.6	124332	161260	180531	187512	246983	111981	200214	137531	217122	383837	199747	355306	287003	187752	91883.7	67230.2		156798	114000	212298	145869	142356	107359	75672.3	24245.3	254791	115273	416873	163880	338826	189860
P51649	P51649	SSDH_HUMAN	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial	731343	704575	703002	712092	893547	838569	527108	681497	785061	888269	984321	703122	871611	602000	830061	930574	539220	747053	742374	824849	949427	1.00215e+06	825901	779942	666289	862378	969591	951502	879773	681689	997547	755413	695894	887894	741801	936521	1.5913e+06		403244	290452	661827	367718	413769	624998	371489	1.61654e+06	475937	218980	649469	315710	376477	360343	
P51659	P51659	DHB4_HUMAN	HSD17B4	Peroxisomal multifunctional enzyme type 2	4.74198e+06	4.49268e+06	4.69036e+06	4.47479e+06	5.20074e+06	4.83627e+06	4.5503e+06	4.87693e+06	4.71762e+06	4.73039e+06	4.54314e+06	4.58722e+06	4.755e+06	6.77816e+06	6.95879e+06	6.83103e+06	7.2886e+06	4.5818e+06	3.62917e+06	3.5165e+06	3.65001e+06	3.52835e+06	3.54702e+06	3.55557e+06	3.62632e+06	3.66252e+06	3.69676e+06	3.41771e+06	3.58533e+06	3.63032e+06	3.56818e+06	5.47291e+06	5.44579e+06	5.59865e+06	5.61596e+06	3.83858e+06	4.37223e+06	4.56267e+06	4.36089e+06	4.42741e+06	4.29188e+06	4.16976e+06	4.24089e+06	4.4062e+06	4.18064e+06	4.33741e+06	4.27466e+06	4.51399e+06	4.35651e+06	6.68803e+06	6.43205e+06	6.28214e+06	6.34015e+06
P51665	P51665	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7	2.87609e+06	2.29392e+06	2.92914e+06	3.01087e+06	2.57157e+06	2.71257e+06	2.95976e+06	3.00376e+06	2.86684e+06	2.9193e+06	2.81008e+06	2.66653e+06	2.76025e+06	2.33373e+06	2.60091e+06	2.37979e+06	2.20064e+06	2.23935e+06	3.16231e+06	2.74205e+06	2.62686e+06	2.77664e+06	2.81563e+06	2.84301e+06	2.93996e+06	2.86424e+06	2.69354e+06	2.70032e+06	2.78233e+06	2.82031e+06	2.95947e+06	2.92437e+06	2.36395e+06	2.57985e+06	2.5711e+06	2.30329e+06	2.4688e+06	2.23886e+06	2.18101e+06	2.57746e+06	2.0857e+06	2.22905e+06	2.53601e+06	2.29934e+06	2.26918e+06	2.30482e+06	2.14251e+06	2.59362e+06	2.30636e+06	2.44055e+06	2.23462e+06	2.19896e+06	2.44172e+06
P51689	P51689	ARSD_HUMAN	ARSD	Arylsulfatase D	127939		46743.3	111648		88786.7	131638		91543.3	106481		39730.2	111908	101878	131858	146670		116355		172310	82290.8	64153.5		111888	166469	117047	40097.4		103890	150270	66091.3	84937.1	109641	43366.7		115068						30809.9				124944			97055.5			240365	
P51692	P51692	STA5B_HUMAN	STAT5B	Signal transducer and activator of transcription 5B	2.31178e+06	2.20655e+06	2.6551e+06	2.67932e+06	2.033e+06	2.68405e+06	2.39623e+06	2.50015e+06	2.59745e+06	2.64812e+06	2.827e+06	2.43129e+06	2.76389e+06	3.77772e+06	3.89385e+06	3.48919e+06	4.15274e+06	2.37445e+06	2.55004e+06	2.07903e+06	2.34175e+06	2.07087e+06	2.59705e+06	2.52724e+06	2.19074e+06	2.37751e+06	1.95781e+06	1.9857e+06	2.16824e+06	2.1455e+06	2.24971e+06	3.53052e+06	3.30274e+06	3.26948e+06	3.58079e+06	2.0781e+06	2.06548e+06	1.87529e+06	2.53621e+06	2.41302e+06	2.60094e+06	1.99832e+06	1.84866e+06	2.29508e+06	2.2778e+06	2.36138e+06	2.05964e+06	2.21271e+06	2.39074e+06	3.62987e+06	3.41975e+06	2.99037e+06	3.42148e+06
P51784	P51784	UBP11_HUMAN	USP11	Ubiquitin carboxyl-terminal hydrolase 11	538436	576654	542739	409965	377462	446443	275422	573547	413872	469487	528890	429288	572023	704734	697856	418542	718412	661698	282184	534127	505654	454621	281538	276968	274812	185778	593001	474297	559002	488607	523881	743183	483479	582140	793390	363544	573793	516134	674264	446338	577928	298963	557095	389590	528749	451396	481781	572932	465768	301657	640473	562322	872952
P51790	P51790	CLCN3_HUMAN	CLCN3	H(+)/Cl(-) exchange transporter 3	533014	580512	408012	412185	313406	400198	466914	299873	185053	342099	403668	322664	485438	1.1617e+06	535078	746084	682760	500211	361357	516968	466414	589593	511529	292308	541653	503826	736202	306728	505998	519879	512104	1.23194e+06	779061	861251	882106	408848	445952	421839	435589	241854	416167	647988	651069	301230	288420	264514	279000	457177	318933	867123	686044	485288	1.04399e+06
P51793	P51793	CLCN4_HUMAN	CLCN4	H(+)/Cl(-) exchange transporter 4	259689	223484	427191	320675		309981	410015	432067	388860	506139	442824	267881	372396	731616	726184	642433	268012	365311	599158	407388	320204	239247	341538		498595	266512	261370	211741	613393	506486	506891	820256	622172	645403	339701	497598					230143	135628		108522			71065	131763	211452	471668	512559	449532	
P51795	P51795	CLCN5_HUMAN	CLCN5	H(+)/Cl(-) exchange transporter 5	1.12519e+06	848164	889709	923796	922231	912466	972143	994999	907008	779501	777866	991637	792425	968473	1.59757e+06	1.45308e+06	1.44321e+06	885955	1.22563e+06	1.38217e+06	1.48702e+06	1.03884e+06	1.24387e+06	1.14616e+06	1.1479e+06	1.19986e+06	1.421e+06	1.07013e+06	1.05685e+06	1.17634e+06	1.12157e+06	1.58622e+06	1.91456e+06	1.82125e+06	1.72278e+06	987354	1.34802e+06	1.21788e+06	1.1812e+06	977705	1.12957e+06	1.44916e+06	1.35058e+06	1.04147e+06	1.25142e+06	1.13618e+06	1.18546e+06	1.72343e+06	1.26148e+06	1.90474e+06	1.73799e+06	1.8199e+06	1.72052e+06
P51798	P51798	CLCN7_HUMAN	CLCN7	H(+)/Cl(-) exchange transporter 7	279856	222318	323867	330944	79294.9	266993	310599	348970	216965	306132	224093	187964	273860	146567	186640	193485	397287	240463		207571		172109	208505		258695	242291	164269	112975	266951	257443	249550	293349	127803	129141	84935.7	259506	219524	230314	190978	143451	244732	190702	223390	314971	131928	115092	232782	260740	221259	228728	147743	92016.9	277870
P51808	P51808	DYLT3_HUMAN	DYNLT3	Dynein light chain Tctex-type 3	893685	965091	460729	797797	891794	934204	714832	910994	528894	590115	750484	1.07658e+06	911862	527464	414849	473500	563535	1.09612e+06				105922	188554	150953	73304.9	104319	219872								156967	200437	396749	402982	419131	469962	388724	281297	235361	363831	319334	471644	460753	205469	415309				32575.7
P51809	P51809	VAMP7_HUMAN	VAMP7	Vesicle-associated membrane protein 7	1.7732e+06	2.1858e+06	2.41786e+06	2.02425e+06	2.32412e+06	2.33945e+06	2.17419e+06	2.42715e+06	2.21608e+06	2.32622e+06	2.36933e+06	2.23544e+06	2.28212e+06	3.00886e+06	3.30298e+06	3.25972e+06	3.57849e+06	2.40988e+06	2.15135e+06	2.0173e+06	1.98056e+06	2.11363e+06	2.00617e+06	2.13536e+06	2.05537e+06	2.07998e+06	1.87596e+06	1.93546e+06	2.06916e+06	2.06201e+06	2.06982e+06	3.10681e+06	2.86778e+06	2.9419e+06	3.34538e+06	2.2218e+06	2.55447e+06	2.52231e+06	2.38858e+06	2.38094e+06	2.54957e+06	2.30184e+06	2.50909e+06	2.48278e+06	2.46345e+06	2.45925e+06	2.51372e+06	2.37911e+06	2.34917e+06	2.92775e+06	3.05627e+06	2.70837e+06	3.16722e+06
P51811	P51811	XK_HUMAN	XK	Membrane transport protein XK		1.09202e+06	1.01804e+06		1.21284e+06		1.20261e+06	2.90591e+06		1.23312e+06		3.95987e+06	1.91239e+06		1.10726e+06			519562						1.20001e+06		1.41356e+06				2.16527e+06	1.22443e+06	2.3642e+06	1.80402e+06						1.41408e+06	1.16212e+06					1.11319e+06	1.00028e+06	3.70249e+06	1.9121e+06	2.84571e+06	1.51175e+06		1.25554e+06	
P51812	P51812	KS6A3_HUMAN	RPS6KA3	Ribosomal protein S6 kinase alpha-3	2.61782e+06	2.96682e+06	2.5852e+06	2.71248e+06	2.18412e+06	2.28052e+06	3.05657e+06	2.61554e+06	2.91577e+06	3.28231e+06	3.06181e+06	2.65222e+06	3.02177e+06	3.30037e+06	2.87588e+06	2.82644e+06	2.59069e+06	1.88028e+06	3.43106e+06	3.23156e+06	3.28393e+06	3.33741e+06	2.40324e+06	2.66393e+06	3.01405e+06	2.58902e+06	3.21609e+06	2.76656e+06	2.89218e+06	2.86901e+06	2.95411e+06	2.92006e+06	3.75196e+06	2.83845e+06	2.78344e+06	3.42897e+06	3.55194e+06	3.49361e+06	3.25143e+06	2.98735e+06	3.30313e+06	3.59674e+06	2.9214e+06	3.23657e+06	2.81223e+06	3.29371e+06	3.01058e+06	3.88254e+06	2.79043e+06	3.47883e+06	3.55411e+06	3.37078e+06	3.36862e+06
P51858	P51858	HDGF_HUMAN	HDGF	Hepatoma-derived growth factor	2.62759e+06	2.74338e+06	2.37711e+06	2.38478e+06	2.50955e+06	2.90559e+06	2.4259e+06	2.57715e+06	2.57501e+06	2.73731e+06	2.49277e+06	2.99292e+06	2.35519e+06	2.14623e+06	2.14336e+06	2.14163e+06	2.23489e+06	2.35793e+06	3.23771e+06	3.03479e+06	3.04753e+06	2.61325e+06	3.20148e+06	3.05137e+06	3.05257e+06	3.02148e+06	2.88736e+06	2.82858e+06	2.93669e+06	3.17129e+06	2.96589e+06	2.22013e+06	2.24289e+06	2.65641e+06	2.57534e+06	3.12006e+06	2.5915e+06	2.87892e+06	2.43784e+06	2.10777e+06	2.82247e+06	2.78878e+06	3.25498e+06	2.72034e+06	2.59868e+06	2.89876e+06	2.72601e+06	2.90131e+06	2.81418e+06	2.33811e+06	2.36853e+06	2.25325e+06	2.21467e+06
P51911	P51911	CNN1_HUMAN	CNN1	Calponin-1			176518						123091										677446	996421	666966	516462	1.59483e+06	1.03646e+06	904571	615915	846019	916810	814493	703407	808555	689306	494062		338408	700304													1.88948e+06				
P51970	P51970	NDUA8_HUMAN	NDUFA8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	3.21702e+06	3.41019e+06	3.18394e+06	3.14256e+06	3.2321e+06	3.55352e+06	3.29698e+06	3.04787e+06	3.07209e+06	3.22333e+06	3.51518e+06	3.58941e+06	3.32209e+06	2.85022e+06	2.48145e+06	2.59267e+06	2.50433e+06	2.5396e+06	2.8318e+06	2.53915e+06	2.99121e+06	3.14434e+06	2.91052e+06	2.86255e+06	2.81884e+06	2.67112e+06	2.85087e+06	3.00519e+06	2.93442e+06	2.67746e+06	2.95954e+06	2.54533e+06	2.71042e+06	2.08827e+06	2.58839e+06	2.6733e+06	3.00231e+06	3.08802e+06	3.34873e+06	2.8993e+06	2.91702e+06	2.66292e+06	2.84663e+06	3.22255e+06	2.895e+06	3.02633e+06	2.90931e+06	2.59414e+06	3.00278e+06	2.50078e+06	2.46506e+06	2.24662e+06	2.32148e+06
P51991	P51991	ROA3_HUMAN	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3	815172	496756	841000	819214	773812	542994	893415	325286	748756	538444	707718	683195	797612	476415	1.06519e+06	850757	967106	882047	859461	731181	966114	607863	502599	786395	779915	621446	703928	709631	985961	865227	954453	877079	830020	870882	891360	762144	734335	791235	555065	875654	868171	747036	631094	1.01564e+06	823966	840148	927875	742795	745401	916807	315722	864886	832333
P52209	P52209	6PGD_HUMAN	PGD	6-phosphogluconate dehydrogenase, decarboxylating	1.50075e+07	1.48709e+07	1.47902e+07	1.50333e+07	1.39289e+07	1.50273e+07	1.51994e+07	1.49589e+07	1.50375e+07	1.53851e+07	1.53803e+07	1.52269e+07	1.58721e+07	1.43727e+07	1.53566e+07	1.45273e+07	1.46636e+07	1.46731e+07	1.40905e+07	1.33572e+07	1.39977e+07	1.36048e+07	1.37611e+07	1.38783e+07	1.40163e+07	1.41174e+07	1.37051e+07	1.3846e+07	1.4174e+07	1.36752e+07	1.38832e+07	1.30283e+07	1.41261e+07	1.35113e+07	1.33023e+07	1.35548e+07	1.60413e+07	1.54321e+07	1.54017e+07	1.55298e+07	1.61191e+07	1.62913e+07	1.61989e+07	1.61286e+07	1.54248e+07	1.57237e+07	1.53369e+07	1.60334e+07	1.60357e+07	1.51475e+07	1.48837e+07	1.56067e+07	1.6083e+07
P52294	P52294	IMA5_HUMAN	KPNA1	Importin subunit alpha-5	655318	852594	660370	720418	428098	662351	769915	718967	733090	668386	768045	694899	697188	557317	672270	644004	306221	649892	706313	789021	771535	604809	642192	721591	766657	657384	669427	681877	728519	793550	817107	781880	736946	710516	666150	658649	666972	862351	710245	786930	430399	693785	640641	674920	742598	613513	749324	710521	708235	703377	749959	730017	677687
